cliente,producto,precio,cantidad,pais,metodo_pago,fecha
Pedro,Celular,295.0,8,Colombia,Efectivo,2024-01-15 19:00:00
Luisa,Teclado,1989.0,2,col,transferencia,2024-01-15 20:00:00
Pedro,Monitor,1947.0,3,COL,Tarjeta,2024-01-15 21:00:00
Carlos,Celular,1641.0,7,Chile,Efectivo,2024-01-15 22:00:00
Maria,Teclado,321.0,1,Perú,transferencia,2024-01-15 23:00:00
Ana,Monitor,318.0,three,chile,Tarjeta,2024-01-16 00:00:00
Luisa,Teclado,784.0,6,col,Efectivo,2024-01-16 01:00:00
Luisa,Celular,1130.0,8,peru,Efectivo,2024-01-16 02:00:00
Ana,Mouse,974.0,7,chile,transferencia,2024-01-16 03:00:00
Pedro,Celular,1146.0,4,Colombia,Tarjeta,2024-01-16 04:00:00
Luisa,Laptop,1670.0,3,COL,Efectivo,2024-01-16 05:00:00
Carlos,Teclado,465.0,3,chile,transferencia,2024-01-16 06:00:00
Maria,Mouse,1496.0,4,Colombia,Efectivo,2024-01-16 07:00:00
Ana,Teclado,1981.0,9,peru,Tarjeta,2024-01-16 08:00:00
Maria,Teclado,141.0,9,Colombia,TRANSFERENCIA,2024-01-16 09:00:00
Luisa,Monitor,939.0,2,Chile,Efectivo,2024-01-16 10:00:00
Luisa,Laptop,974.0,5,chile,Tarjeta,2024-01-16 11:00:00
Ana,Teclado,938.0,1,chile,Efectivo,2024-01-16 12:00:00
Carlos,Celular,130.0,4,COL,TRANSFERENCIA,2024-01-16 13:00:00
Juan,Celular,1230.0,2,Colombia,TRANSFERENCIA,2024-01-16 14:00:00
Ana,Monitor,1839.0,8,COL,Efectivo,2024-01-16 15:00:00
Juan,Laptop,1515.0,4,chile,transferencia,2024-01-16 16:00:00
Pedro,Laptop,643.0,5,Colombia,Efectivo,2024-01-16 17:00:00
Juan,Celular,1827.0,4,Colombia,Tarjeta,2024-01-16 18:00:00
Carlos,Mouse,906.0,5,COL,transferencia,2024-01-16 19:00:00
Pedro,Monitor,781.0,5,Chile,Tarjeta,2024-01-16 20:00:00
Juan,Monitor,1072.0,5,Colombia,Tarjeta,2024-01-16 21:00:00
Pedro,Celular,575.0,3,Chile,transferencia,2024-01-16 22:00:00
Juan,Celular,521.0,7,col,TRANSFERENCIA,2024-01-16 23:00:00
Carlos,Mouse,1507.0,3,Perú,Tarjeta,2024-01-17 00:00:00
Juan,Mouse,1194.0,2,col,Efectivo,2024-01-17 01:00:00
Juan,Laptop,298.0,3,Perú,TRANSFERENCIA,2024-01-17 02:00:00
Juan,Monitor,209.0,3,col,TRANSFERENCIA,2024-01-17 03:00:00
Ana,Monitor,1821.0,8,Perú,transferencia,2024-01-17 04:00:00
Ana,Celular,537.0,4,Colombia,Efectivo,2024-01-17 05:00:00
Ana,Laptop,926.0,3,COL,Efectivo,2024-01-17 06:00:00
Carlos,Monitor,1718.0,5,COL,TRANSFERENCIA,2024-01-17 07:00:00
Pedro,Laptop,1536.0,4,peru,Tarjeta,2024-01-17 08:00:00
Luisa,Laptop,1281.0,9,Perú,Tarjeta,2024-01-17 09:00:00
Juan,Celular,1416.0,8,peru,Efectivo,2024-01-17 10:00:00
Juan,Laptop,1251.0,7,Chile,TRANSFERENCIA,2024-01-17 11:00:00
Carlos,Mouse,1120.0,8,Chile,TRANSFERENCIA,2024-01-17 12:00:00
Juan,Mouse,1115.0,5,peru,TRANSFERENCIA,2024-01-17 13:00:00
Ana,Teclado,1095.0,4,Perú,transferencia,2024-01-17 14:00:00
Luisa,Celular,808.0,7,COL,Efectivo,2024-01-17 15:00:00
Maria,Teclado,1533.0,1,Perú,Efectivo,2024-01-17 16:00:00
Juan,Mouse,1075.0,6,Chile,Tarjeta,2024-01-17 17:00:00
Ana,Teclado,21.0,8,Colombia,Tarjeta,2024-01-17 18:00:00
Maria,Celular,842.0,7,peru,Efectivo,2024-01-17 19:00:00
Luisa,Celular,1779.0,2,peru,Efectivo,2024-01-17 20:00:00
Maria,Laptop,850.0,7,Chile,Tarjeta,2024-01-17 21:00:00
Ana,Monitor,652.0,6,Perú,Efectivo,2024-01-17 22:00:00
Pedro,Laptop,1148.0,5,peru,Tarjeta,2024-01-17 23:00:00
Pedro,Celular,1251.0,4,COL,Efectivo,2024-01-18 00:00:00
Maria,Mouse,1682.0,1,peru,transferencia,2024-01-18 01:00:00
Carlos,Mouse,115.0,,Perú,transferencia,2024-01-18 00:00:00
Maria,Laptop,700.0,7,Chile,TRANSFERENCIA,2024-01-18 03:00:00
Juan,Celular,537.0,3,COL,Efectivo,2024-01-18 04:00:00
Juan,Mouse,1505.0,5,COL,Tarjeta,2024-01-18 05:00:00
Pedro,Celular,1787.0,8,peru,Efectivo,2024-01-18 06:00:00
Carlos,Mouse,855.0,8,Perú,Efectivo,2024-01-18 07:00:00
Ana,Celular,902.0,6,peru,TRANSFERENCIA,2024-01-18 08:00:00
Juan,Teclado,396.0,5,chile,Tarjeta,2024-01-18 09:00:00
Pedro,Celular,1259.0,2,Colombia,Efectivo,2024-01-18 10:00:00
Luisa,Celular,490.0,9,Chile,Tarjeta,2024-01-18 11:00:00
Pedro,Laptop,1787.0,1,chile,Efectivo,2024-01-18 12:00:00
Juan,Teclado,417.0,2,Colombia,TRANSFERENCIA,2024-01-18 13:00:00
Juan,Monitor,1490.0,1,COL,Tarjeta,2024-01-18 14:00:00
Pedro,Laptop,1686.0,4,peru,Efectivo,2024-01-18 15:00:00
Ana,Monitor,907.0,4,Colombia,transferencia,2024-01-18 16:00:00
Maria,Mouse,720.0,5,col,Tarjeta,2024-01-18 17:00:00
Juan,Monitor,1657.0,5,Colombia,TRANSFERENCIA,2024-01-18 18:00:00
Pedro,Celular,648.0,8,peru,transferencia,2024-01-18 19:00:00
Pedro,Monitor,1054.0,3,peru,Tarjeta,2024-01-18 20:00:00
Carlos,Laptop,1692.0,6,Chile,Tarjeta,2024-01-18 21:00:00
Maria,Laptop,1634.0,three,Colombia,Tarjeta,2024-01-18 22:00:00
Luisa,Monitor,824.0,2,peru,Tarjeta,2024-01-18 23:00:00
Ana,Laptop,927.0,8,peru,Efectivo,2024-01-19 00:00:00
Luisa,Laptop,212.0,1,chile,Efectivo,2024-01-19 01:00:00
Maria,Monitor,426.0,,Chile,Tarjeta,2024-01-19 02:00:00
Maria,Teclado,425.0,7,chile,TRANSFERENCIA,2024-01-19 00:00:00
Maria,Teclado,1481.0,4,Chile,Efectivo,2024-01-19 00:00:00
Luisa,Mouse,1545.0,3,Chile,Tarjeta,2024-01-19 05:00:00
Maria,Laptop,94.0,6,chile,Tarjeta,2024-01-19 00:00:00
Pedro,Monitor,176.0,9,Chile,TRANSFERENCIA,2024-01-19 07:00:00
Luisa,Laptop,,9,col,TRANSFERENCIA,2024-01-19 08:00:00
Maria,Celular,477.0,4,COL,TRANSFERENCIA,2024-01-19 09:00:00
Pedro,Laptop,1105.0,5,peru,transferencia,2024-01-19 10:00:00
Carlos,Laptop,819.0,9,Perú,Tarjeta,2024-01-19 11:00:00
Maria,Teclado,1006.0,2,Chile,TRANSFERENCIA,2024-01-19 12:00:00
Luisa,Monitor,1554.0,2,COL,Tarjeta,2024-01-19 13:00:00
Juan,Laptop,1826.0,5,Chile,Efectivo,2024-01-19 00:00:00
Maria,Teclado,482.0,1,COL,Tarjeta,2024-01-19 15:00:00
Juan,Mouse,1002.0,8,Perú,Tarjeta,2024-01-19 16:00:00
Pedro,Teclado,1291.0,5,Colombia,transferencia,2024-01-19 17:00:00
Carlos,Teclado,284.0,2,col,Efectivo,2024-01-19 18:00:00
Ana,Teclado,1783.0,9,peru,Efectivo,2024-01-19 19:00:00
Carlos,Laptop,1053.0,three,Colombia,transferencia,2024-01-19 20:00:00
Maria,Laptop,1523.0,7,chile,TRANSFERENCIA,2024-01-19 21:00:00
Juan,Mouse,1778.0,8,Perú,TRANSFERENCIA,2024-01-19 22:00:00
Juan,Celular,499.0,6,col,Tarjeta,2024-01-19 23:00:00
Luisa,Celular,1766.0,7,col,transferencia,2024-01-20 00:00:00
Juan,Celular,335.0,1,col,TRANSFERENCIA,2024-01-20 01:00:00
Luisa,Mouse,538.0,4,Perú,Efectivo,2024-01-20 02:00:00
Pedro,Celular,901.0,7,Chile,transferencia,2024-01-20 03:00:00
Ana,Celular,98.0,1,Chile,TRANSFERENCIA,2024-01-20 04:00:00
Maria,Teclado,495.0,1,chile,Efectivo,2024-01-20 05:00:00
Luisa,Laptop,717.0,6,Chile,transferencia,2024-01-20 06:00:00
Ana,Laptop,359.0,4,Colombia,Tarjeta,2024-01-20 07:00:00
Juan,Teclado,1117.0,3,peru,Tarjeta,2024-01-20 08:00:00
Juan,Teclado,396.0,5,col,Efectivo,2024-01-20 09:00:00
Ana,Teclado,96.0,9,chile,TRANSFERENCIA,2024-01-20 10:00:00
Juan,Laptop,316.0,3,chile,TRANSFERENCIA,2024-01-20 11:00:00
Pedro,Celular,1883.0,5,col,transferencia,2024-01-20 12:00:00
Pedro,Teclado,1187.0,5,Colombia,Efectivo,2024-01-20 13:00:00
Ana,Mouse,449.0,9,Chile,TRANSFERENCIA,2024-01-20 14:00:00
Luisa,Teclado,749.0,4,col,Tarjeta,2024-01-20 15:00:00
Luisa,Monitor,1993.0,1,col,Efectivo,2024-01-20 16:00:00
Ana,Teclado,273.0,5,Perú,Tarjeta,2024-01-20 17:00:00
Luisa,Laptop,986.0,1,COL,Efectivo,2024-01-20 18:00:00
Luisa,Teclado,744.0,6,chile,transferencia,2024-01-20 19:00:00
Pedro,Monitor,430.0,7,Colombia,TRANSFERENCIA,2024-01-20 00:00:00
Luisa,Mouse,502.0,1,Colombia,TRANSFERENCIA,2024-01-20 21:00:00
Carlos,Celular,642.0,4,Chile,TRANSFERENCIA,2024-01-20 22:00:00
Maria,Teclado,1002.0,9,Colombia,Tarjeta,2024-01-20 00:00:00
Juan,Monitor,420.0,1,Chile,TRANSFERENCIA,2024-01-21 00:00:00
Carlos,Monitor,182.0,9,Perú,Efectivo,2024-01-21 01:00:00
Luisa,Mouse,13.0,8,Perú,Tarjeta,2024-01-21 02:00:00
Pedro,Laptop,863.0,5,peru,transferencia,2024-01-21 03:00:00
Ana,Teclado,1673.0,6,Chile,Tarjeta,2024-01-21 04:00:00
Luisa,Monitor,995.0,7,chile,transferencia,2024-01-21 05:00:00
Pedro,Mouse,1505.0,4,Perú,Tarjeta,2024-01-21 00:00:00
Maria,Celular,1143.0,6,Chile,TRANSFERENCIA,2024-01-21 07:00:00
Luisa,Monitor,1900.0,7,chile,transferencia,2024-01-21 08:00:00
Ana,Mouse,1070.0,6,chile,TRANSFERENCIA,2024-01-21 09:00:00
Pedro,Laptop,592.0,6,Colombia,Tarjeta,2024-01-21 10:00:00
Pedro,Laptop,1834.0,2,peru,transferencia,2024-01-21 11:00:00
Pedro,Monitor,1064.0,5,COL,Efectivo,2024-01-21 12:00:00
Maria,Monitor,1984.0,3,col,Efectivo,2024-01-21 13:00:00
Luisa,Teclado,390.0,7,col,Tarjeta,2024-01-21 14:00:00
Maria,Mouse,1301.0,4,peru,transferencia,2024-01-21 15:00:00
Juan,Monitor,1044.0,1,Chile,Efectivo,2024-01-21 16:00:00
Juan,Teclado,353.0,6,Chile,TRANSFERENCIA,2024-01-21 17:00:00
Luisa,Teclado,1873.0,6,Chile,TRANSFERENCIA,2024-01-21 18:00:00
Maria,Monitor,1577.0,7,COL,Tarjeta,2024-01-21 19:00:00
Ana,Laptop,1602.0,8,chile,TRANSFERENCIA,2024-01-21 20:00:00
Pedro,Mouse,175.0,3,col,TRANSFERENCIA,2024-01-21 21:00:00
Pedro,Mouse,709.0,6,peru,TRANSFERENCIA,2024-01-21 22:00:00
Luisa,Laptop,351.0,2,Chile,Efectivo,2024-01-21 23:00:00
Juan,Monitor,1515.0,9,Perú,transferencia,2024-01-22 00:00:00
Juan,Mouse,1052.0,2,Colombia,Tarjeta,2024-01-22 01:00:00
Pedro,Monitor,1661.0,3,COL,transferencia,2024-01-22 02:00:00
Luisa,Monitor,989.0,2,Chile,transferencia,2024-01-22 03:00:00
Maria,Teclado,1217.0,9,col,transferencia,2024-01-22 04:00:00
Juan,Laptop,1815.0,1,Colombia,Efectivo,2024-01-22 05:00:00
Maria,Monitor,,,peru,TRANSFERENCIA,2024-01-22 06:00:00
Juan,Celular,1043.0,1,Chile,Tarjeta,2024-01-22 07:00:00
Juan,Laptop,1625.0,5,col,transferencia,2024-01-22 00:00:00
Carlos,Mouse,201.0,8,Colombia,TRANSFERENCIA,2024-01-22 09:00:00
Juan,Teclado,329.0,8,Perú,Efectivo,2024-01-22 10:00:00
Ana,Mouse,1735.0,8,COL,transferencia,2024-01-22 11:00:00
Luisa,Mouse,589.0,2,peru,TRANSFERENCIA,2024-01-22 12:00:00
Luisa,Laptop,484.0,8,col,Efectivo,2024-01-22 13:00:00
Maria,Mouse,1893.0,5,chile,TRANSFERENCIA,2024-01-22 14:00:00
Juan,Monitor,646.0,1,Perú,Tarjeta,2024-01-22 15:00:00
Ana,Mouse,436.0,7,COL,TRANSFERENCIA,2024-01-22 16:00:00
Maria,Teclado,1881.0,6,COL,TRANSFERENCIA,2024-01-22 17:00:00
Carlos,Teclado,1092.0,5,chile,Tarjeta,2024-01-22 18:00:00
Maria,Celular,1469.0,1,Perú,Tarjeta,2024-01-22 19:00:00
Maria,Teclado,106.0,1,col,TRANSFERENCIA,2024-01-22 20:00:00
Juan,Mouse,505.0,6,COL,Tarjeta,2024-01-22 21:00:00
Carlos,Teclado,1820.0,7,peru,TRANSFERENCIA,2024-01-22 22:00:00
Maria,Laptop,670.0,1,Colombia,transferencia,2024-01-22 23:00:00
Ana,Teclado,1311.0,9,peru,TRANSFERENCIA,2024-01-23 00:00:00
Ana,Monitor,1298.0,4,Chile,Efectivo,2024-01-23 01:00:00
Luisa,Laptop,18.0,5,COL,Tarjeta,2024-01-23 02:00:00
Carlos,Celular,466.0,2,Colombia,transferencia,2024-01-23 03:00:00
Carlos,Monitor,1828.0,8,Perú,Tarjeta,2024-01-23 04:00:00
Luisa,Mouse,282.0,2,Colombia,Tarjeta,2024-01-23 05:00:00
Maria,Mouse,949.0,3,Colombia,Tarjeta,2024-01-23 06:00:00
Carlos,Mouse,1846.0,9,chile,Efectivo,2024-01-23 07:00:00
Ana,Monitor,1041.0,2,Colombia,Efectivo,2024-01-23 08:00:00
Ana,Monitor,217.0,6,COL,TRANSFERENCIA,2024-01-23 09:00:00
Juan,Monitor,1947.0,4,chile,Efectivo,2024-01-23 10:00:00
Carlos,Laptop,1670.0,7,chile,Tarjeta,2024-01-23 11:00:00
Maria,Laptop,1156.0,6,Chile,transferencia,2024-01-23 12:00:00
Luisa,Mouse,1066.0,9,Chile,transferencia,2024-01-23 13:00:00
Luisa,Teclado,1546.0,9,chile,transferencia,2024-01-23 14:00:00
Maria,Mouse,213.0,4,chile,Tarjeta,2024-01-23 15:00:00
Pedro,Celular,527.0,1,col,Efectivo,2024-01-23 16:00:00
Juan,Laptop,1842.0,2,Chile,transferencia,2024-01-23 17:00:00
Luisa,Monitor,1984.0,8,COL,Tarjeta,2024-01-23 18:00:00
Carlos,Laptop,526.0,8,col,Tarjeta,2024-01-23 19:00:00
Juan,Monitor,452.0,2,Perú,transferencia,2024-01-23 20:00:00
Carlos,Celular,1625.0,4,Perú,transferencia,2024-01-23 21:00:00
Ana,Celular,1819.0,1,Perú,TRANSFERENCIA,2024-01-23 22:00:00
Juan,Laptop,698.0,7,Perú,TRANSFERENCIA,2024-01-23 23:00:00
Luisa,Monitor,859.0,4,Perú,Tarjeta,2024-01-24 00:00:00
Juan,Celular,842.0,8,peru,TRANSFERENCIA,2024-01-24 01:00:00
Juan,Mouse,348.0,9,chile,TRANSFERENCIA,2024-01-24 02:00:00
Juan,Mouse,1471.0,9,COL,transferencia,2024-01-24 03:00:00
Pedro,Monitor,1478.0,3,col,TRANSFERENCIA,2024-01-24 04:00:00
Juan,Laptop,1169.0,5,Perú,Tarjeta,2024-01-24 05:00:00
Carlos,Celular,396.0,6,peru,transferencia,2024-01-24 06:00:00
Ana,Laptop,1058.0,6,Chile,TRANSFERENCIA,2024-01-24 07:00:00
Maria,Mouse,515.0,8,peru,TRANSFERENCIA,2024-01-24 08:00:00
Juan,Celular,1358.0,6,peru,TRANSFERENCIA,2024-01-24 09:00:00
Luisa,Laptop,1728.0,6,COL,Efectivo,2024-01-24 10:00:00
Juan,Teclado,689.0,4,Perú,TRANSFERENCIA,2024-01-24 11:00:00
Luisa,Monitor,1371.0,7,peru,TRANSFERENCIA,2024-01-24 12:00:00
Carlos,Monitor,699.0,8,chile,Tarjeta,2024-01-24 13:00:00
Luisa,Teclado,894.0,3,peru,TRANSFERENCIA,2024-01-24 14:00:00
Maria,Mouse,1128.0,7,Perú,Efectivo,2024-01-24 15:00:00
Ana,Celular,1578.0,3,COL,transferencia,2024-01-24 16:00:00
Luisa,Monitor,632.0,8,peru,TRANSFERENCIA,2024-01-24 17:00:00
Luisa,Teclado,1179.0,1,col,TRANSFERENCIA,2024-01-24 18:00:00
Ana,Teclado,902.0,1,Colombia,Tarjeta,2024-01-24 19:00:00
Maria,Mouse,962.0,6,Chile,TRANSFERENCIA,2024-01-24 20:00:00
Juan,Mouse,1264.0,9,Colombia,TRANSFERENCIA,2024-01-24 21:00:00
Luisa,Laptop,793.0,4,Colombia,TRANSFERENCIA,2024-01-24 22:00:00
Ana,Monitor,1881.0,6,COL,TRANSFERENCIA,2024-01-24 23:00:00
Carlos,Laptop,504.0,5,peru,transferencia,2024-01-25 00:00:00
Ana,Teclado,1071.0,1,Colombia,Tarjeta,2024-01-25 01:00:00
Carlos,Celular,1458.0,6,Colombia,transferencia,2024-01-25 02:00:00
Maria,Celular,1680.0,9,Chile,Efectivo,2024-01-25 03:00:00
Juan,Mouse,1879.0,3,Perú,TRANSFERENCIA,2024-01-25 04:00:00
Ana,Celular,756.0,3,chile,Efectivo,2024-01-25 05:00:00
Pedro,Celular,446.0,2,chile,transferencia,2024-01-25 06:00:00
Luisa,Celular,1864.0,4,peru,Efectivo,2024-01-25 07:00:00
Maria,Teclado,1401.0,3,peru,TRANSFERENCIA,2024-01-25 08:00:00
Ana,Celular,354.0,2,Chile,Efectivo,2024-01-25 09:00:00
Luisa,Celular,1193.0,1,Perú,transferencia,2024-01-25 10:00:00
Ana,Celular,559.0,3,peru,TRANSFERENCIA,2024-01-25 11:00:00
Carlos,Laptop,1695.0,6,chile,Tarjeta,2024-01-25 00:00:00
Ana,Teclado,1945.0,9,chile,transferencia,2024-01-25 13:00:00
Pedro,Mouse,829.0,5,col,TRANSFERENCIA,2024-01-25 14:00:00
Ana,Laptop,550.0,3,Chile,Tarjeta,2024-01-25 15:00:00
Ana,Monitor,153.0,5,COL,Efectivo,2024-01-25 16:00:00
Pedro,Teclado,597.0,5,Perú,Efectivo,2024-01-25 17:00:00
Maria,Teclado,666.0,5,Chile,Efectivo,2024-01-25 18:00:00
Ana,Monitor,1774.0,7,Colombia,TRANSFERENCIA,2024-01-25 19:00:00
Pedro,Monitor,1609.0,5,peru,Efectivo,2024-01-25 20:00:00
Luisa,Monitor,1892.0,7,col,Efectivo,2024-01-25 21:00:00
Carlos,Mouse,354.0,9,chile,Tarjeta,2024-01-25 22:00:00
Carlos,Celular,1302.0,5,col,Tarjeta,2024-01-25 23:00:00
Ana,Teclado,1873.0,2,COL,Tarjeta,2024-01-26 00:00:00
Maria,Celular,705.0,5,Chile,TRANSFERENCIA,2024-01-26 01:00:00
Maria,Celular,1806.0,8,col,transferencia,2024-01-26 02:00:00
Luisa,Monitor,277.0,4,Chile,Efectivo,2024-01-26 03:00:00
Ana,Mouse,178.0,2,peru,Efectivo,2024-01-26 04:00:00
Carlos,Laptop,1804.0,3,peru,TRANSFERENCIA,2024-01-26 05:00:00
Maria,Mouse,1772.0,9,chile,Efectivo,2024-01-26 06:00:00
Ana,Celular,42.0,9,col,TRANSFERENCIA,2024-01-26 07:00:00
Maria,Mouse,386.0,8,peru,TRANSFERENCIA,2024-01-26 08:00:00
Pedro,Monitor,1247.0,8,Chile,TRANSFERENCIA,2024-01-26 09:00:00
Maria,Laptop,1595.0,8,chile,transferencia,2024-01-26 10:00:00
Carlos,Monitor,1473.0,8,peru,TRANSFERENCIA,2024-01-26 11:00:00
Juan,Laptop,1525.0,8,chile,transferencia,2024-01-26 12:00:00
Luisa,Celular,402.0,1,Colombia,transferencia,2024-01-26 13:00:00
Luisa,Laptop,498.0,6,Chile,Efectivo,2024-01-26 14:00:00
Carlos,Laptop,731.0,9,chile,Tarjeta,2024-01-26 15:00:00
Maria,Laptop,955.0,8,Perú,transferencia,2024-01-26 16:00:00
Ana,Mouse,1062.0,3,peru,transferencia,2024-01-26 00:00:00
Maria,Mouse,48.0,1,peru,Tarjeta,2024-01-26 18:00:00
Carlos,Celular,1892.0,2,Chile,transferencia,2024-01-26 19:00:00
Luisa,Laptop,1645.0,2,COL,Tarjeta,2024-01-26 20:00:00
Maria,Teclado,1206.0,7,Perú,Efectivo,2024-01-26 21:00:00
Luisa,Celular,1050.0,6,chile,TRANSFERENCIA,2024-01-26 22:00:00
Ana,Laptop,1089.0,2,Perú,Tarjeta,2024-01-26 23:00:00
Luisa,Laptop,235.0,8,chile,TRANSFERENCIA,2024-01-27 00:00:00
Luisa,Mouse,1591.0,9,Perú,Tarjeta,2024-01-27 01:00:00
Juan,Celular,76.0,7,col,TRANSFERENCIA,2024-01-27 02:00:00
Juan,Laptop,1230.0,4,Colombia,Efectivo,2024-01-27 03:00:00
Pedro,Laptop,1687.0,1,Colombia,transferencia,2024-01-27 04:00:00
Juan,Celular,844.0,4,COL,Efectivo,2024-01-27 05:00:00
Luisa,Teclado,1056.0,4,Perú,transferencia,2024-01-27 00:00:00
Carlos,Celular,1008.0,8,Perú,TRANSFERENCIA,2024-01-27 00:00:00
Luisa,Celular,1639.0,4,peru,TRANSFERENCIA,2024-01-27 08:00:00
Carlos,Teclado,1787.0,4,chile,transferencia,2024-01-27 09:00:00
Carlos,Celular,246.0,2,Chile,Tarjeta,2024-01-27 10:00:00
Juan,Laptop,966.0,7,col,Efectivo,2024-01-27 11:00:00
Maria,Celular,928.0,4,col,Tarjeta,2024-01-27 12:00:00
Ana,Teclado,1956.0,6,COL,TRANSFERENCIA,2024-01-27 13:00:00
Juan,Monitor,1599.0,3,Colombia,Efectivo,2024-01-27 14:00:00
Juan,Celular,1171.0,7,Perú,Efectivo,2024-01-27 15:00:00
Maria,Mouse,482.0,6,Chile,Tarjeta,2024-01-27 16:00:00
Ana,Laptop,1878.0,3,COL,transferencia,2024-01-27 17:00:00
Luisa,Laptop,1817.0,4,chile,transferencia,2024-01-27 18:00:00
Pedro,Mouse,562.0,5,col,Efectivo,2024-01-27 19:00:00
Pedro,Mouse,1643.0,9,col,transferencia,2024-01-27 00:00:00
Luisa,Celular,704.0,6,col,TRANSFERENCIA,2024-01-27 00:00:00
Juan,Mouse,1673.0,4,Perú,Tarjeta,2024-01-27 22:00:00
Ana,Monitor,1262.0,7,Perú,Tarjeta,2024-01-27 23:00:00
Juan,Teclado,326.0,2,Perú,Tarjeta,2024-01-28 00:00:00
Carlos,Mouse,607.0,4,peru,Efectivo,2024-01-28 01:00:00
Juan,Mouse,777.0,5,Colombia,Efectivo,2024-01-28 02:00:00
Juan,Monitor,1754.0,4,chile,transferencia,2024-01-28 03:00:00
Luisa,Laptop,1760.0,4,col,Tarjeta,2024-01-28 04:00:00
Luisa,Laptop,895.0,9,col,TRANSFERENCIA,2024-01-28 05:00:00
Luisa,Celular,1645.0,2,peru,TRANSFERENCIA,2024-01-28 06:00:00
Pedro,Monitor,570.0,,col,Tarjeta,2024-01-28 07:00:00
Carlos,Teclado,1234.0,8,chile,Efectivo,2024-01-28 08:00:00
Luisa,Teclado,1981.0,8,col,Efectivo,2024-01-28 09:00:00
Ana,Monitor,267.0,7,Perú,Efectivo,2024-01-28 10:00:00
Pedro,Teclado,1513.0,4,Perú,TRANSFERENCIA,2024-01-28 11:00:00
Maria,Laptop,1921.0,7,Colombia,Tarjeta,2024-01-28 12:00:00
Ana,Teclado,1211.0,6,chile,TRANSFERENCIA,2024-01-28 13:00:00
Ana,Teclado,766.0,6,chile,Tarjeta,2024-01-28 14:00:00
Luisa,Monitor,132.0,2,col,TRANSFERENCIA,2024-01-28 15:00:00
Maria,Monitor,351.0,8,COL,TRANSFERENCIA,2024-01-28 16:00:00
Maria,Teclado,1204.0,8,col,transferencia,2024-01-28 17:00:00
Pedro,Mouse,1878.0,7,col,TRANSFERENCIA,2024-01-28 18:00:00
Maria,Monitor,1681.0,9,Colombia,Tarjeta,2024-01-28 19:00:00
Carlos,Celular,1092.0,8,COL,TRANSFERENCIA,2024-01-28 20:00:00
Luisa,Celular,1738.0,9,col,transferencia,2024-01-28 21:00:00
Maria,Laptop,1498.0,,Chile,transferencia,2024-01-28 22:00:00
Pedro,Teclado,1813.0,6,Chile,Tarjeta,2024-01-28 23:00:00
Carlos,Mouse,269.0,2,chile,transferencia,2024-01-29 00:00:00
Juan,Laptop,1406.0,7,chile,transferencia,2024-01-29 01:00:00
Juan,Teclado,104.0,3,COL,Efectivo,2024-01-29 02:00:00
Carlos,Monitor,1158.0,7,Chile,Tarjeta,2024-01-29 03:00:00
Pedro,Celular,50.0,9,Perú,transferencia,2024-01-29 04:00:00
Carlos,Mouse,1924.0,2,Perú,transferencia,2024-01-29 05:00:00
Luisa,Celular,263.0,6,COL,transferencia,2024-01-29 00:00:00
Luisa,Monitor,16.0,6,col,Tarjeta,2024-01-29 07:00:00
Juan,Teclado,1504.0,three,chile,Efectivo,2024-01-29 08:00:00
Maria,Monitor,737.0,9,COL,TRANSFERENCIA,2024-01-29 09:00:00
Pedro,Monitor,1544.0,5,Chile,Efectivo,2024-01-29 10:00:00
Juan,Celular,1614.0,5,COL,Tarjeta,2024-01-29 11:00:00
Maria,Mouse,78.0,9,Chile,Tarjeta,2024-01-29 12:00:00
Maria,Monitor,1114.0,8,chile,Tarjeta,2024-01-29 13:00:00
Luisa,Celular,551.0,7,Perú,TRANSFERENCIA,2024-01-29 14:00:00
Ana,Mouse,1618.0,8,COL,Tarjeta,2024-01-29 00:00:00
Ana,Teclado,1295.0,6,chile,Efectivo,2024-01-29 16:00:00
Carlos,Teclado,98.0,3,chile,transferencia,2024-01-29 17:00:00
Luisa,Laptop,1948.0,7,peru,transferencia,2024-01-29 18:00:00
Maria,Celular,1241.0,8,Chile,Tarjeta,2024-01-29 19:00:00
Pedro,Mouse,222.0,8,peru,Tarjeta,2024-01-29 20:00:00
Ana,Monitor,843.0,1,Perú,TRANSFERENCIA,2024-01-29 21:00:00
Maria,Teclado,275.0,7,chile,transferencia,2024-01-29 22:00:00
Ana,Mouse,921.0,3,chile,TRANSFERENCIA,2024-01-29 23:00:00
Ana,Celular,302.0,2,col,TRANSFERENCIA,2024-01-30 00:00:00
Ana,Laptop,1240.0,2,Chile,TRANSFERENCIA,2024-01-30 01:00:00
Pedro,Teclado,342.0,8,col,TRANSFERENCIA,2024-01-30 02:00:00
Luisa,Mouse,1110.0,9,Perú,Efectivo,2024-01-30 03:00:00
Pedro,Mouse,1321.0,3,col,Tarjeta,2024-01-30 00:00:00
Juan,Mouse,1014.0,3,chile,Tarjeta,2024-01-30 05:00:00
Maria,Celular,56.0,6,Chile,TRANSFERENCIA,2024-01-30 06:00:00
Luisa,Celular,631.0,1,Colombia,TRANSFERENCIA,2024-01-30 07:00:00
Luisa,Celular,1233.0,6,Chile,Efectivo,2024-01-30 08:00:00
Luisa,Monitor,436.0,3,Chile,TRANSFERENCIA,2024-01-30 09:00:00
Luisa,Mouse,219.0,4,peru,Efectivo,2024-01-30 10:00:00
